"Centre Code","Centre Name","Centre Type","All Student Count","Enrolment Effective","Actual Address Line 1","Actual Address Line 2","Actual Address Line 3","Actual Address Post Code","OIC Title","Postal Address 1","Postal Address 2","Postal Address 3","Postal Address Post Code","Band","Phone Number","Restrict Contact to Outside Teaching Hours","Fax Number","Internet Site","Official Low Year Level","Official High Year Level","Geographic Region","Federal Electorate","State Electorate","Local Government Area"
"0357","Augathella State School","State School","46","February 2012","Cavanagh Street","Augathella","","4477","Principal","PO Box 33","Augathella","","4477","05","(07) 4654 5120","N","(07) 4654 5266","www.augathelss.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Warrego","Murweh (S)"
"7351","Augusta SS - Special Education Program","Special Education Program","0","February 2012","60-100 Brittains Road","Augustine Heights","","4300","Head of Special Education Services","60 Brittains Road","Augustine Heights","","4300","","(07) 3814 9666","N","(07) 3814 0192","","0P","07","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"7120","Augusta State School","State School","409","February 2012","60-100 Brittains Road","Augustine Heights","","4300","Principal","60-100 Brittains Road","Augustine Heights","","4300","09","(07) 3814 9666","N","(07) 3814 0192","www.augustass.eq.edu.au","PY","07","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"0274","Aurukun Campus of CYAAA","Campus","244","February 2012","Wuungkam Street","Aurukun","","4871","Head of School","c/- Aurukun Post Office","Aurukun","","4871","08","(07) 4060 6127","N","(07) 4060 6143","www.westerncapecollege.eq.edu.au","0P","10","Far North Queensland","Leichhardt","Cook","Aurukun (S)"
"1677","Australian Christian College - Moreton","Non-State School","","","34 Cottrill Road","Caboolture","","4510","Principal","Locked Bag 6000","Caboolture BC","","4510","","(07) 5490 6161","N","(07) 5490 6150","www.acc.edu.au","PY","12","North Coast","Longman","Glass House","Moreton Bay (R)"
"6143","Australian Christian College Moreton (Distance)","Non State School Distance Education","","","24 Cottrill Road","Caboolture","","4510","Principal","24 Cottrill Road","Caboolture","","4510","","(07) 5495 4771","N","(07) 5428 1422","","PY","12","North Coast","Longman","Glass House","Moreton Bay (R)"
"5740","Australian Industry Trade College (Robina)","Non-State School","","","281 Scottsdale Drive","Robina","","4226","Principal","PO Box 4777","Robina Town Centre","","4230","","(07) 5634 0400","N","(07) 5635 0444","www.aitc.qld.edu.au","11","12","South East","Mcpherson","Mermaid Beach","Gold Coast (C)"
"6057","Australian International Islamic College","Associated Facility","","","19 Chisholm Road","Carrara","","4211","Principal","724 Blunder Road","Durack","","4077","","(07) 3372 1400","N","(07) 3372 2500","www.aiic.qld.edu.au","PY","07","South East","Moncrieff","Gaven","Gold Coast (C)"
"5396","Australian International Islamic College (Durack)","Non-State School","","","724 Blunder Road","Durack","","4077","Principal","724 Blunder Road","Durack","","4077","","(07) 3372 1400","N","(07) 3372 2500","www.aiic.qld.edu.au","PY","12","Metropolitan","Oxley","Sunnybank","Brisbane (C)"
"7110","Australian Music Examinations Board","Statutory Body","0","","9 Nathan Avenue","Ashgrove","","4060","Manager","9 Nathan Avenue","Ashgrove","","4060","","(07) 3514 4333","N","(07) 3514 4300","www.ameb.qld.edu.au","","","Central Office","","",""
"5690","Australian Trade College North Brisbane","Non-State School","","","294 Scarborough Road","Scarborough","","4020","Principal","PO Box 140","Scarborough","","4020","","(07) 3880 4331","N","(07) 3880 4339","www.tradecollege.com.au","11","12","North Coast","Petrie","Redcliffe","Moreton Bay (R)"
"5894","Autism Queensland Education & Therapy Centre (Brighton)","Associated Facility","","","136 North Road","Brighton","","4017","Principal","PO Box 363","Sunnybank","","4109","","(07) 3273 0000","N","(07) 3273 8306","www.autismqld.com.au","PY","12","Metropolitan","Lilley","Sandgate","Brisbane (C)"
"5893","Autism Queensland Education &Therapy Centre (Sunnybank)","Non-State School","","","437 Hellawell Road","Sunnybank Hills","","4109","Principal","PO Box 363","Sunnybank","","4109","","(07) 3273 0000","N","(07) 3273 8306","www.autismqld.com.au","PY","12","Metropolitan","Moreton","Sunnybank","Brisbane (C)"
"2078","Aviation High","State High School","401","February 2012","Widdop Street","Clayfield","","4011","Principal","PO Box 359","Clayfield","","4011","09","(07) 3637 0111","N","(07) 3637 0100","www.aviationhigh.eq.edu.au","08","12","Metropolitan","Brisbane","Clayfield","Brisbane (C)"
"6160","Avoca SS - Special Education Program","Special Education Program","0","February 2012","Twyford Street","Bundaberg","","4670","Teacher-in-Charge","PO Box 5636","Bundaberg West","","4670","","(07) 4150 0444","N","(07) 4150 0400","","PY","07","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
"1901","Avoca State School","State School","530","February 2012","Twyford Street","Bundaberg","","4670","Principal","PO Box 5636","Bundaberg West","","4670","08","(07) 4150 0444","N","(07) 4150 0400","www.avocass.eq.edu.au","PY","07","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
"0572","Avondale State School","State School","34","February 2012","371 Avondale Road","Avondale","","4670","Principal","371 Avondale Road","Avondale","","4670","05","(07) 4156 1202","N","(07) 4156 1052","www.avondaless.eq.edu.au","PY","07","North Coast","Flynn","Burnett","Bundaberg (R)"
"5973","Ayr East SS - Special Education Program","Special Education Program","0","February 2012","43-73 Ross Street","Ayr","","4807","Teacher-in-Charge","PO Box 951","Ayr","","4807","","(07) 4783 0222","N","(07) 4783 0200","","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"0908","Ayr East State School","State School","614","February 2012","43-73 Ross Street","Ayr","","4807","Principal","PO Box 951","Ayr","","4807","09","(07) 4783 0222","N","(07) 4783 0200","www.ayreastss.eq.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"5289","Ayr SHS - Special Education Program","Special Education Program","0","February 2012","Cnr Edwards and Wickham Streets","Ayr","","4807","Teacher-in-Charge","PO Box 961","Ayr","","4807","","(07) 4790 4333","N","(07) 4790 4300","www.ayrshs.eq.edu.au","08","12","North Queensland","Dawson","Burdekin","Burdekin (S)"
"2320","Ayr SS - Special Education Program","Special Education Program","0","February 2012","141 Graham Street","Ayr","","4807","Head of Special Education Services","PO Box 955","Ayr","","4807","05","(07) 4790 3333","N","(07) 4790 3300","www.ayrss.eq.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"2008","Ayr State High School","State High School","507","February 2012","Cnr Edwards and Wickham Streets","Ayr","","4807","Principal","PO Box 961","Ayr","","4807","09","(07) 4790 4333","N","(07) 4790 4300","www.ayrshs.eq.edu.au","08","12","North Queensland","Dawson","Burdekin","Burdekin (S)"
"0451","Ayr State School","State School","196","February 2012","141 Graham Street","Ayr","","4807","Principal","PO Box 955","Ayr","","4807","07","(07) 4790 3333","N","(07) 4790 3300","www.ayrss.eq.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"5813","Babinda SS - Special Education Program","Special Education Program","0","February 2012","Boulders Road","Babinda","","4861","Head of Special Education Services","PO Box 217","Babinda","","4861","05","(07) 4067 8333","N","(07) 4067 8300","","PY","12","Far North Queensland","Kennedy","Mulgrave","Cairns (R)"
"1466","Babinda State School","State School","223","February 2012","Boulders Road","Babinda","","4861","Principal","PO Box 217","Babinda","","4861","08","(07) 4067 8333","N","(07) 4067 8300","www.babindass.eq.edu.au","PY","12","Far North Queensland","Kennedy","Mulgrave","Cairns (R)"
"0317","Back Plains State School","State School","15","February 2012","874 Clifton-Pittsworth Highway","Back Plains","","4361","Principal","MS 29","Clifton","","4361","05","(07) 4695 8571","N","(07) 4695 8519","www.backplaiss.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Condamine","Toowoomba (R)"
"2287","BAESP Positive Learning Centre","Positive Learning Centre","0","February 2012","00 School Road","Capalaba","","4157","Teacher-in-Charge","PO Box 27","Capalaba","","4157","","(07) 3245 0226","N","(07) 3245 0230","","PY","12","South East","Bowman","Capalaba","Redland (C)"
"0906","Bajool State School","State School","43","February 2012","Toonda Street","Bajool","","4699","Principal","c/- Post Office","Bajool","","4699","05","(07) 4934 6128","N","(07) 4934 6214","www.bajoolss.eq.edu.au","PY","07","Central Queensland","Flynn","Mirani","Rockhampton (R)"
"5818","Balaclava SS - Special Education Program","Special Education Program","0","February 2012","418 Mulgrave Road","Cairns","","4870","Teacher-in-Charge","PO Box 266M","Manunda","","4870","","(07) 4081 5333","N","(07) 4081 5300","","PY","07","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"1689","Balaclava State School","State School","289","February 2012","418 Mulgrave Road","Cairns","","4870","Principal","PO Box 266M","Manunda","","4870","08","(07) 4081 5333","N","(07) 4081 5300","www.balaclavss.eq.edu.au","PY","07","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6161","Bald Hills SS - Special Education Program","Special Education Program","0","February 2012","2156 Gympie Road","Bald Hills","","4036","Teacher-in-Charge","PO Box 40","Bald Hills","","4036","","(07) 3261 1554","N","(07) 3261 1715","www.baldhillss.eq.edu.au","PY","07","Metropolitan","Petrie","Aspley","Brisbane (C)"
"0004","Bald Hills State School","State School","617","February 2012","2156 Gympie Road","Bald Hills","","4036","Principal","PO Box 40","Bald Hills","","4036","09","(07) 3261 1554","N","(07) 3261 1715","www.baldhillss.eq.edu.au","PY","07","Metropolitan","Petrie","Aspley","Brisbane (C)"
"1164","Ballandean State School","State School","72","February 2012","Bent's Road","Ballandean","","4382","Principal","c/- Post Office","Ballandean","","4382","06","(07) 4684 1254","N","(07) 4684 1246","www.ballandess.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Southern Downs","Southern Downs (R)"
"5819","Balmoral SHS - Special Education Program","Special Education Program","0","February 2012","Cnr Thynne and Lytton Roads","Morningside","","4170","Head of Special Education Services","PO Box 120","Morningside","","4170","05","(07) 3823 8588","N","(07) 3823 8500","","08","12","Metropolitan","Griffith","Bulimba","Brisbane (C)"
"2043","Balmoral State High School","State High School","479","February 2012","Cnr Thynne and Lytton Roads","Morningside","","4170","Principal","PO Box 120","Morningside","","4170","09","(07) 3823 8588","N","(07) 3823 8500","www.balmoralshs.eq.edu.au","08","12","Metropolitan","Griffith","Bulimba","Brisbane (C)"
"1367","Bambaroo State School","State School","6","February 2012","10 Bambaroo School Road","Bambaroo","","4850","Principal","PO Box 1461","Ingham","","4850","05","(07) 4777 3137","Y","(07) 4777 3102","www.bambarooss.eq.edu.au","PY","07","North Queensland","Kennedy","Hinchinbrook","Hinchinbrook (S)"
"0521","Banana State School","State School","36","February 2012","36 Bramston Street","Banana","","4702","Principal","36 Bramston Street","Banana","","4702","05","(07) 4995 9333","N","(07) 4995 9300","www.bananass.eq.edu.au","PY","07","Central Queensland","Flynn","Callide","Banana (S)"
"3542","Banksia Beach SS - Special Education Program","Special Education Program","0","February 2012","Sunderland Road","Banksia Beach","","4507","Head of Special Education Services","PO Box 243","Bribie Island","","4507","05","(07) 3408 5314","N","(07) 3408 5300","","0P","07","North Coast","Longman","Pumicestone","Moreton Bay (R)"
"1989","Banksia Beach State School","State School","1044","February 2012","Sunderland Road","Banksia Beach","","4507","Principal","PO Box 243","Bribie Island","","4507","10","(07) 3408 5333","N","(07) 3408 5300","www.banksiabeachss.eq.edu.au","PY","07","North Coast","Longman","Pumicestone","Moreton Bay (R)"
"1605","Baralaba State School","State School","96","February 2012","1 Power Street","Baralaba","","4702","Principal","PO Box 24","Baralaba","","4702","07","(07) 4998 2333","N","(07) 4998 2300","www.baralabass.eq.edu.au","PY","10","Central Queensland","Flynn","Callide","Banana (S)"
"3562","Barambah Environmental Education Centre","Outdoor and Environmental Education Centre","0","","301 A Flat Road","Wrattens Forest via Goomeri","","4601","Principal","MS 652","Goomeri","","4601","06","(07) 4168 8190","N","(07) 4168 8164","www.barambaheec.eq.edu.au","","","North Coast","Wide Bay","Callide","Gympie (R)"
"0531","Barcaldine Prep-12 State School","State School","262","February 2012","Gidyea Street","Barcaldine","","4725","Principal","PO Box 136","Barcaldine","","4725","09","(07) 4651 5333","N","(07) 4651 5300","www.barcaldiss.eq.edu.au","PY","12","Central Queensland","Maranoa","Gregory","Barcaldine (R)"
"5820","Barcaldine SS - Special Education Program","Special Education Program","0","February 2012","Gidyea Street","Barcaldine","","4725","Head of Special Education Services","PO Box 136","Barcaldine","","4725","05","(07) 4651 5333","N","(07) 4651 5300","","0P","12","Central Queensland","Maranoa","Gregory","Barcaldine (R)"
"3409","Bardon Road Behaviour Support Unit","Special Education Unit","0","February 2012","165 Bardon Road","Berrinba","","4117","Head of Special Education Services","PO Box 138","Kingston","","4114","05","(07) 3489 6770","N","(07) 3489 6771","","PY","07","South East","Rankin","Woodridge","Logan (C)"
"1041","Bardon State School","State School","275","February 2012","330 Simpsons Road","Bardon","","4065","Principal","330 Simpsons Road","Bardon","","4065","07","(07) 3511 4555","N","(07) 3511 4500","www.bardonss.eq.edu.au","PY","07","Metropolitan","Ryan","Mount Coot-tha","Brisbane (C)"
"0702","Bargara State School","State School","360","February 2012","591 Bargara Road","Bargara","","4670","Principal","591 Bargara Road","Bargara","","4670","08","(07) 4150 5333","N","(07) 4159 1212","www.bargarass.eq.edu.au","PY","07","North Coast","Hinkler","Burnett","Bundaberg (R)"
"3393","Barkly Highway SS - Special Education Program","Special Education Program","0","February 2012","Urquhart Street","Mount Isa","","4825","Head of Special Education Services","c/- Barkly Highway SS","PO Box 2214","Mount Isa","4825","05","(07) 4743 6553","N","(07) 4743 6234","www.Barklyss.eq.edu.au","0P","07","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"0777","Barkly Highway State School","State School","574","February 2012","3 - 17 Bougainville Street","Mount Isa","","4825","Principal","PO Box 2214","Mount Isa","","4825","09","(07) 4743 2513","N","(07) 4743 0427","www.barklyss.eq.edu.au","PY","07","North Queensland","Kennedy","Mount Isa","Mount Isa (C)"
"3056","Barrett Adolescent Centre Special School","Specific Purpose School","16","February 2012","Grnd Floor The Park Centre for Mental H","Orford Drive","Wacol","4076","Principal","The Park Centre for Mental Health","Locked Bag 500","Sumner Park","4074","07","(07) 3271 8739","N","(07) 3271 2781","www.barrettadolescentcentreschool.eq.edu.au","08","12","Metropolitan","Oxley","Inala","Brisbane (C)"
"1730","Bartle Frere State School","State School","20","February 2012","29 Price Road","Bartle Frere","","4861","Principal","PO Box 62","Miriwinni","","4861","05","(07) 4067 6240","N","(07) 4067 6398","www.bartfrerss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Mulgrave","Cairns (R)"
