Business_Key (BS),TradingName (BS),WebsiteUrl (BS),Discount_Key (BS),DiscountDetails (BS),Long Disc (NEW),DiscountDetails_Long (NEW),ParentCategory (BS),ChildCategory (BS),AustraliaWide (BS),Overseas (BS),onlinemailorder (OS),SeniorSchemeInd (BS),CarerSchemeInd (BS),Mobile Service (NEW),telephoneno (OS),email (NEW),listingaddress (OS),listingsuburb (OS),listingpostcode (OS),onlinemailorder (OS),DirectoryEdition (OS),DirectoryArea (OS),Latitude,Longitude,Latitude (New) DMSS,Longitude (New) DMSS
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,51 Helens St,PITTSWORTH,4356,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.707971,151.628730,27° 42' 28.70'' ,151° 37' 43.43'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,46-50 Water St,SOUTH BRISBANE,4101,FALSE,Greater Brisbane,Greater Brisbane,-27.484391,153.029864,27° 29' 3.81'' ,153° 1' 47.51'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,223 Padstow Rd,EIGHT MILE PLAINS,4113,FALSE,Greater Brisbane,Greater Brisbane,-27.575276,153.087021,27° 34' 30.99'' ,153° 5' 13.28'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,200 Ruthven St,TOOWOOMBA,4350,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.555173,151.954303,27° 33' 18.62'' ,151° 57' 15.49'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,80 Moolyyir St,HERVEY BAY,4655,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-25.299289,152.900848,25° 17' 57.44'' ,152° 54' 3.05'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 77 79,bookings@avis.com.au,11 Lower King St,CABOOLTURE,4510,FALSE,Sunshine Coast,Caboolture and the Sunshine Coast,-27.084423,152.956059,27° 5' 3.92'' ,152° 57' 21.81'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,412 Tor St,TOOWOOMBA,4350,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.562556,151.927850,27° 33' 45.20'' ,151° 55' 40.26'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,157 Sheriden St,CAIRNS,4870,FALSE,Far North Qld,Cairns  Atherton Tablelands and Far North Qld,-16.917453,145.768120,16° 55' 2.83'' ,145° 46' 5.23'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,cnr Mcleod/Alpin Sts,CAIRNS,4870,FALSE,Far North Qld,Cairns  Atherton Tablelands and Far North Qld,-16.923399,145.773851,16° 55' 24.24'' ,145° 46' 25.86'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,2607 Gold Coast Hwy,BROADBEACH,4218,FALSE,Gold Coast,Gold Coast,-28.036935,153.432109,28° 2' 12.97'' ,153° 25' 55.59'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,51-55 Warwick Rd,IPSWICH,4305,FALSE,Moreton,Ipswich  Logan and Moreton Region,-27.624795,152.759996,27° 37' 29.26'' ,152° 45' 35.99'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,40 Lamington Ave,ASCOT,4007,FALSE,Greater Brisbane,Greater Brisbane,-27.431029,153.074372,27° 25' 51.70'' ,153° 4' 27.74'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,12-16 Hutton St,INJUNE,4454,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-25.841427,148.566386,25° 50' 29.14'' ,148° 33' 58.99'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,223-227 The Esplanade,CAIRNS,4870,FALSE,Far North Qld,Cairns  Atherton Tablelands and Far North Qld,-16.909014,145.765427,16° 54' 32.45'' ,145° 45' 55.54'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,121 Davidson St,PORT DOUGLAS,4871,FALSE,Far North Qld,Cairns  Atherton Tablelands and Far North Qld,-16.497531,145.462905,16° 29' 51.11'' ,145° 27' 46.46'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,28-34 Albert St,ROCKHAMPTON,4700,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-23.374438,150.503150,23° 22' 27.98'' ,150° 30' 11.34'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,cnr Shute Harbour Rd/Erromango Dr,AIRLIE BEACH,4802,FALSE,North Qld and Whitsundays,North Queensland  Mackay and Whitsundays,-20.281288,148.732385,20° 16' 52.64'' ,148° 43' 56.59'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,2651 Gold Coast Hwy,BROADBEACH,4218,FALSE,Gold Coast,Gold Coast,-28.033420,153.431167,28° 2' 0.31'' ,153° 25' 52.20'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,147 Stuart Dr,WULGURU,4811,FALSE,North Qld and Whitsundays,North Queensland  Mackay and Whitsundays,-19.317867,146.812767,19° 19' 4.32'' ,146° 48' 45.96'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,2 Hermitage Dr,AIRLIE BEACH,4802,FALSE,North Qld and Whitsundays,North Queensland  Mackay and Whitsundays,-20.274393,148.723796,20° 16' 27.81'' ,148° 43' 25.67'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,397 Gregory Tce,BRISBANE,4000,FALSE,Greater Brisbane,Greater Brisbane,-27.455401,153.027218,27° 27' 19.44'' ,153° 1' 37.98'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,193-197 Wickham Tce,BRISBANE,4000,FALSE,Greater Brisbane,Greater Brisbane,-27.465226,153.023987,27° 27' 54.81'' ,153° 1' 26.35'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,5-7 Bowen St,ROMA,4455,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-26.574527,148.797782,26° 34' 28.30'' ,148° 47' 52.02'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,2 Phar Lap Ct,GOONDIWINDI,4390,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-28.548508,150.319935,28° 32' 54.63'' ,150° 19' 11.77'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,100 Bowen Rd,ROSSLEA,4812,FALSE,North Qld and Whitsundays,North Queensland  Mackay and Whitsundays,-19.300917,146.801244,19° 18' 3.30'' ,146° 48' 4.48'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,177 John St,MARYBOROUGH,4650,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-25.532910,152.703664,25° 31' 58.48'' ,152° 42' 13.19'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,10 Johanna Blvd,BUNDABERG,4670,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-24.888692,152.322495,24° 53' 19.29'' ,152° 19' 20.98'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,246 Bourbong St,BUNDABERG,4670,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-24.868686,152.340954,24° 52' 7.27'' ,152° 20' 27.43'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,139 Gladstone Rd,ROCKHAMPTON,4700,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-23.395474,150.506035,23° 23' 43.71'' ,150° 30' 21.73'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,560 Kingsford Smith Dr,HAMILTON,4007,FALSE,Greater Brisbane,Greater Brisbane,-27.437802,153.069147,27° 26' 16.09'' ,153° 4' 8.93'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,62 Condamine St,DALBY,4405,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.181081,151.262785,27° 10' 51.89'' ,151° 15' 46.03'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,296 The Esplanade,HERVEY BAY,4655,FALSE,Central Qld and Wide Bay,Central Queensland and Wide Bay Burnett,-25.281231,152.844263,25° 16' 52.43'' ,152° 50' 39.35'' 
46,Best Western Australasia,www.bestwestern.com.au,27,5% off best available rate. Quote: 01506920 when booking.,TRUE,Stay 3 nights for the price of two during November and receive a free bottle of bubbles and late checkout ,Accommodation,Accommodation,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,13 17 79,bookings@avis.com.au,41 Margaret St,TOOWOOMBA,4350,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.563019,151.969381,27° 33' 46.87'' ,151° 58' 9.77'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3806 7083,,Grand Plaza Shp Cnt,BROWNS PLAINS,4118,FALSE,Moreton,Ipswich  Logan and Moreton Region,-27.662663,153.040924,27° 39' 45.59'' ,153° 2' 27.33'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3899 0257,,Kmart Plaza Shp Cnt,CANNON HILL,4170,FALSE,Greater Brisbane,Greater Brisbane,-27.470163,153.097057,27° 28' 12.59'' ,153° 5' 49.41'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 4054 4830,,Stockland Shp Cnt,EARLVILLE,4870,FALSE,Far North Qld,Cairns  Atherton Tablelands and Far North Qld,-16.943227,145.739565,16° 56' 35.62'' ,145° 44' 22.43'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3812 1969,,Booval Fair Shp Cnt,BOOVAL,4304,FALSE,Moreton,Ipswich  Logan and Moreton Region,-27.615940,152.790081,27° 36' 57.38'' ,152° 47' 24.29'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3278 8322,,234 Forest Lake Blvd,FOREST LAKE,4078,FALSE,Greater Brisbane,Greater Brisbane,-27.624621,152.970190,27° 37' 28.64'' ,152° 58' 12.68'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3229 7591,,250-280 Queen St,BRISBANE,4000,FALSE,Greater Brisbane,Greater Brisbane,-27.467284,153.027396,27° 28' 2.22'' ,153° 1' 38.63'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3801 2413,,Hyperdome Shp Cnt,LOGANHOLME,4128,FALSE,Moreton,Ipswich  Logan and Moreton Region,-27.658767,153.171408,27° 39' 31.56'' ,153° 10' 17.07'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 5499 4522,,165 Morayfield Rd,MORAYFIELD,4506,FALSE,Sunshine Coast,Caboolture and the Sunshine Coast,-27.102976,152.947758,27° 6' 10.71'' ,152° 56' 51.93'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 4639 4982,,Grand Central Shp Cnt,TOOWOOMBA,4350,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.560825,151.948943,27° 33' 38.97'' ,151° 56' 56.19'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 5443 8154,,Sunshine Plaza Shp Cnt,MAROOCHYDORE,4558,FALSE,Sunshine Coast,Caboolture and the Sunshine Coast,-26.652963,153.090137,26° 39' 10.67'' ,153° 5' 24.49'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3843 2108,,Westfield Shp Cnt,CARINDALE,4152,FALSE,Greater Brisbane,Greater Brisbane,-27.504199,153.100791,27° 30' 15.12'' ,153° 6' 2.85'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 5498 3937,,Caboolture Park Shp Cnt,CABOOLTURE,4510,FALSE,Sunshine Coast,Caboolture and the Sunshine Coast,-27.084958,152.948499,27° 5' 5.85'' ,152° 56' 54.60'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 4639 4982,,cnr Margaret/Dent Sts,TOOWOOMBA,4350,FALSE,South West Qld and Darling Downs,Darling Downs and South West Queensland,-27.560748,151.949093,27° 33' 38.69'' ,151° 56' 56.73'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 5444 8309,,Kawana Shp World,BUDDINA,4575,FALSE,Sunshine Coast,Caboolture and the Sunshine Coast,-26.704684,153.129920,26° 42' 16.86'' ,153° 7' 47.71'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3855 1604,,Brookside Shp Cnt,MITCHELTON,4053,FALSE,Greater Brisbane,Greater Brisbane,-27.409852,152.978890,27° 24' 35.47'' ,152° 58' 44.00'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3818 0196,,Redbank Plaza Shp Cnt,REDBANK,4301,FALSE,Moreton,Ipswich  Logan and Moreton Region,-27.605291,152.868104,27° 36' 19.05'' ,152° 52' 5.17'' 
47,Mister Minit,www.misterminit.com.au,28,10% off shoe  key  engraving & watch services. Excl. spec.,FALSE,,Clothing  Fabrics  Accessories and Services,Footwear - Repairs and Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,(07) 3279 3057,,Mt Ommaney Cnt,MT OMMANEY,4074,FALSE,Greater Brisbane,Greater Brisbane,-27.549410,152.939472,27° 32' 57.88'' ,152° 56' 22.10'' 
