Location,Office type,Counter type,Address 1,Address 2,Suburb,Postcode,Latitude,Longitude,Phone,Fax,Maintenance,Mon am,Mon pm,Tues am,Tues pm,Wed am,Wed pm,Thurs am,Thurs pm,Fri am,Fri pm,Sat am,Sat pm,Sun am,Sun pm,Agency,Services,,,,,,,,,,,,,Site Details,Popluation
Brisbane,Program Office,,,"Lvl 9, 61 Mary Street",Brisbane,4000,-27.472495,153.02675,,,,,,,,,,,,,,,,,,HPW,,,,,,,,,,,,,,,
Brisbane,Central Office,,"Primary Industries Building, ",80 Ann Street,Brisbane,4000,-27.468868,153.022577,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Brisbane,Brisbane Offices,,,160 Ann Street,Brisbane,4000,-27.467572,153.024248,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Brisbane,Brisbane Offices,,,160 Mary Street,Brisbane,4000,-27.470657,153.029102,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Brisbane,Brisbane Offices,,,41 George Street,Brisbane,4000,-27.473657,153.026393,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Dutton Park,Brisbane Offices,,,41 Boggo Road,Dutton Park,4102,-27.494867,153.030337,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Toowoomba,Principal Regional Office,,,203 Tor Street,Toowoomba,4350,-27.535996,151.93222,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Longreach,Principal Regional Office,,,Landsborough Highway,Longreach,4730,-23.369302,144.193172,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Rockhampton,Principal Regional Office,,,25 Yeppoon Road,Parkhurst,4701,-23.311872,150.518346,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Townsville,Principal Regional Office,,,180-202 River Boulevard,Oonoonba,4811,-19.29291,146.809566,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Airlie Beach,Office,,,Shingley Drive,Airlie Beach,4802,-20.267571,148.712325,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Alpha,District Office,,,Milton Street,Alpha,4724,-23.649673,146.641071,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Bowen,Office,,,6 Herbert Street,Bowen,4805,-20.015021,148.248759,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Clermont,District Office,,,36 Capella Street,Clermont,4721,-22.822603,147.640198,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Duaringa,Forestry Office,,,6 Edward Street,Duaringa,4712,-23.707191,149.671157,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Emerald,District Office,,,99 Hospital Road,Emerald,4720,-23.509863,148.153267,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Gladstone,Office,,,1 Alf O'Rourke Drive,Gladstone,4680,-23.837779,151.237227,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mackay,Office,,,Presto Avenue,Mackay,4740,-21.108836,149.211713,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mackay,District Office,,,30 Tennyson Street,Mackay,4740,-21.144533,149.190096,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mackay,Office,,,Satellite Crescent,Mackay,4740,-21.106728,149.210844,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Moura,District Office,,,Shirley Street,Moura,4718,-24.570362,149.973189,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Springsure,District Office,,,Porphyry Street,Springsure,4722,-24.114747,148.088833,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Taroom,District Office,,,24 Yaldwyn Street,Taroom,4420,-25.64145,149.796048,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Rosslyn Bay,Office,,,John Howes Drive,Rosslyn Bay,4703,-23.163625,150.789534,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Atherton,Forestry Office,,,83 Main Street,Atherton,4883,-17.266808,145.474527,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Cairns,Office,,,64-66 Tingira Street,Portsmith,4870,-16.950251,145.772279,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Cairns,District Office,,,21-23 Redden Street,Cairns,4870,-16.946538,145.767084,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Charters Towers,District Office,,,1-5 Prior Street,Charters Towers,4820,-20.061138,146.262923,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Coen,Office,,,Peninsula Development Road,Coen,4871,-13.862651,143.165659,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Cooktown,District Office,,,3/99 Charlotte Street,Cooktown,4895,-15.468045,145.248976,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Georgetown,District Office,,,St George Street,Georgetown,4871,-18.289811,143.549615,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Ingham,Office,,,7 Haig Street,Ingham,4850,-18.648885,146.157582,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Ingham,Forestry Office,,,52 McIlwraith Street,Ingham,4850,-18.651404,146.155925,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Karumba,Office,,,Palmer Street,Karumba,4891,-17.462468,140.8292,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Malanda,District Office,,,James Street,Malanda,4885,-17.352787,145.595688,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mareeba,District Office,,,28 Peters Street,Mareeba,4880,-17.007924,145.429516,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Normanton,District Office,,,Haig Street,Normanton,4890,-17.668484,141.079517,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Port Douglas,Office,,,Ashford Avenue,Port Douglas,4877,-16.481944,145.46083,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Ravenshoe,District Office,,,Grigg Street,Ravenshoe,4888,-17.605361,145.481979,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Thursday Island,District Office,,,Res 80-89 Aubrey Parade,Thursday Island,4875,-10.586587,142.211571,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Thursday Island,Office,,,Douglas Street,Thursday Island,4875,-10.583778,142.219311,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Townsville,Office,,,60 Ross Street South,Townsville,4810,-19.255141,146.827586,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Evans Landing,Office,,,Kerr Point Drive,Evans Landing,4874,-12.661585,141.852706,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Weipa,District Office,,,Central Avenue,Weipa,4874,-12.631393,141.878255,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Beaudesert,District Office,,,29-31 William Street,Beaudesert,4285,-27.9897983,152.998815,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Boonah,District Office,,,Highbury Street,Boonah,4310,-27.9985354,152.679001,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Boondooma,District Office,,,9355 Mundubbera Durong Road,Boondooma,4613,-26.295025,151.261098,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Bundaberg,District Office,,,16-32 Enterprise Street,Bundaberg,4670,-24.885319,152.327811,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Gayndah,District Office,,,20 Capper Street,Gayndah,4625,-25.625522,151.609046,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Main Beach,Office,,,40-44 Seaworld Drive,Main Beach,4217,-27.956088,153.42678,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Gympie,District Office,,,1 Cartwright Road,Gympie,4570,-26.177393,152.665258,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Gympie,Forestry Office,,,28 Fraser Road,Gympie,4570,-26.162321,152.642361,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Helidon,District Office,,,Turner Street,Helidon,4344,-27.550999,152.126289,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Urangan,Office,,,Buccaneer Avenue,Urangan,4655,-25.293241,-152.908624,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Ipswich,District Office,,,"Lvl 1, 225 Brisbane Street",Ipswich,4305,-27.614295,152.755823,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Maryborough,District Office,,,355 Kent Street,Maryborough,4650,-25.538673,152.703852,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Monto,Forestry Office,,,Rutherford Street,Monto,4630,-24.864344,151.123356,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mooloolaba,Office,,,18-20 Parkyn Parade,Mooloolaba,4557,-26.684394,153.130603,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mundubbera,District Office,,,20 Bouverie Street,Mundubbera,4626,-25.589487,151.298353,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Murgon,District Office,,,Stephens Street West,Murgon,4605,-26.239818,151.940334,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Noosa,Office,,,Russell Street,Noosaville,4566,-26.394596,153.072704,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Pinkenba,Office,,,Macarthur Avenue East,Pinkenba,4008,-27.431825,153.115908,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Toogoolawah,District Office,,,Gardner Street,Toogoolawah,4313,-27.08875,152.379489,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Wondai,Office,,,32 Bramston Street,Wondai,4606,-26.318269,151.876617,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Yarraman,Forestry Office,,,6 Mill Street,Yarraman,4614,-26.837593,151.983083,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Yarraman,District Office,,,18 Douglas Street,Yarraman,4614,-26.842172,151.979006,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Chinchilla,District Office,,,Heeney Street,Chinchilla,4413,-26.7396293,150.624896,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Clifton,District Office,,,60 Clark Street,Clifton,4361,-27.930786,151.906923,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Crows Nest,District Office,,,34 Albert Street,Crows Nest,4355,-27.265493,152.058381,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Dalby,Forestry Office,,,45 Drayton Street,Dalby,4405,-27.182268,151.263109,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Dalby,District Office,,,132 Cunningham Street,Dalby,4405,-27.183012,151.263554,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Goondiwindi,District Office,,,26 Lagoon Street,Goondiwindi,4390,-28.535275,150.289004,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Inglewood,District Office,,,5206 Milmerran Inglewood Road,Inglewood,4387,-28.357166,151.139252,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Inglewood,Forestry Office,,,145 Albert Street,Inglewood,4387,-28.421248,151.072541,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Injune,Forestry Office,,,1 Second Avenue,Injune,4454,-25.84375,148.568215,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Miles,District Office,,,32 Constance Street,Miles,4415,-26.65735,150.185788,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mitchell,District Office,,,85 Mary Street,Mitchell,4465,-26.489265,147.977925,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Oakey,District Office,,,73 Campbell Street,Oakey,4401,-27.434405,151.720685,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Roma ,Forestry Office,,,44-46 Bungil Street,Roma,4455,-26.569984,148.790491,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Roma,Forestry Office,,,41 Bowen Street,Roma,4455,-26.572632,148.783366,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
St George,District Office,,,126 Alfred Street,St Geroge,4487,-28.039376,148.580574,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Wandoan,District Office,,,45 Royd Street,Wandoan,4419,-26.121119,149.959968,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Warwick,Forestry Office,,,35 Guy Street,Warwick,4370,-28.213417,152.030313,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Warwick,District Office,,,35 Guy Street,Warwick,4370,-28.213417,152.030313,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Barcaldine ,District Office,,,79 Ash Street,Barcaldine,4725,-23.553824,145.288552,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Blackall,District Office,,,143 Shamrock Street,Blackall,4472,-24.422482,145.458796,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Charleville,District Office,,,Hood Street,Charleville,4470,-26.409299,146.244778,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Cloncurry,District Office,,,31-47 Daintree Street,Cloncurry,4824,-20.702402,140.506898,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Cunnamulla,District Office,,,Stockyard Street,Cunnamulla,4490,-28.071887,145.681823,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Hughenden,District Office,,,67 Brodie Street,Hughenden,4821,-20.842267,144.199239,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Julia Creek,District Office,,,Burke Street,Julia Creek,4823,-20.65727,141.744245,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Mount Isa,District Office,,,Isa Street,Mount Isa,4825,-20.728389,139.492388,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Quilpie,District Office,,,Bulnbuln Street,Quilpie,4480,-26.617068,144.26939,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Richmond,District Office,,,3 Clayton Street,Richmond,4822,-20.728915,143.142014,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Winton,District Office,,,Oondooroo Street,Winton,4735,-22.386967,143.039566,,,,,,,,,,,,,,,,,,DAFF,,,,,,,,,,,,,,,
Brisbane,Head Office,,,80 Albert Street,Brisbane,4000,-27.4723,153.02754,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Windsor,District Office,,,"Lvl 2 Muruk Haus, 230 Lutwyche Road",Windsor,4030,-27.434896,153.030905,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Maroochydore,District Office,,,"Lvl 3, Mike Ahern Building, 12 First Avenue",Maroochydore,4558,-26.38692,152.676474,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Woodridge,District Office,,,"Lvl 1, 6 Ewing Road",Woodridge,4114,-27.639281,153.107481,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Palm Beach,District Office,,,1525 Gold Coast Highway,North Palm Beach,4221,-28.098704,153.460416,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Toowoomba,District Office,,,"Lvl 5, 10 Russell Street",Toowoomba,4350,-27.559466,151.954853,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Dalby,District Office,,,132 Cunningham Street,Dalby,4405,-27.183012,151.263554,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Warwick,District Office,,,"Government Building, Fitzroy Street",Warwick,4370,-28.214513,152.035896,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Rockhampton,District Office,,,36 East Street,Rockhampton,4700,-23.376642,150.511637,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Bundaberg,District Office,,,33 Maryborough Street,Bundaberg,4670,-24.87098,152.348615,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Emerald,District Office,,,14 Ruby Street,Emerald,4720,-23.524912,148.15841,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Hervey Bay,District Office,,,"Lvl 1, Brendan Hansen Building, 54 Main Street",Hervey Bay,4655,-25.285053,152.839279,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Townsville,District Office,,,"Townsville Sport House, 3-9 Redpath Street",North Ward,4810,-19.248331,146.806634,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Mount Isa,District Office,,,"Suite 16, Mount Isa House, Mary Street",Mount Isa,4825,-20.722188,139.493755,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Mackay,District Office,,,"Lvl 2, 67-69 Sydney Street",Mackay,4740,-21.1444963,149.186745,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Cairns,District Office,,,"Lvl 2, William McCormack Place, 5B Sheridan Street",Cairns,4870,-16.926148,145.775376,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Atherton,District Office,,,"Unit 2, 53 Mabel Street",Atherton,4883,-17.267736,145.475912,,,,,,,,,,,,,,,,,,DNPRS & R,,,,,,,,,,,,,,,
Townsville,Service,,,254 Ross River Road,Aitkenvale,4814,-19.296554,146.769661,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,,50 Ann Street,Brisbane,4000,-27.468858,153.021921,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Lutwyche,Service,,,"Lvl 4, Lutwyche Shopping Centre, 543 Lutwyche Road",Lutwyche,4030,-27.421351,153.03405,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mount Gravatt,Service,,,"Lvl 2, Block C, 643 Kessels Road",Mount Gravatt,4122,-27.56102,153.078212,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Bundaberg,Service,,,16 Quay Street,Bundaberg,4670,-24.863789,152.354064,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Cairns,Service,,,"Lvl 6, William McCormack Place, 5B Sheridan Street",Cairns,4870,-16.926148,145.775376,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mackay,Service,,,"Lvl 1, Post Office Square, 73 Sydney Street",Mackay,4740,-21.143466,149.186756,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Gladstone,Service,,,"Lvl 2, Government Building, Cnr Oaka Lane and Roseberry Street",Gladstone,4680,-23.841421,151.255906,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Robina,Service,,,"Lvl 5, Robina Town Centre, Robina Town Centre Drive",Robina,4226,-28.073262,153.377953,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Innisfail,Service,,,12 Fitzgerald Esplanade,Innisfail,4860,-17.523565,146.032214,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Ipswich,Service,,,"Lvl 1, Ipswich Courthouse, Corner East and Limestone Streets",Ipswich,4305,-27.615497,152.7606,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Logan Central,Service,,,"Lvl 1, Wembley Place, 91 Wembley Road",Logan Central,4114,-27.64086,153.108654,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Maryborough,Service,,,319-325 Kent Street,Maryborough,4650,-25.535498,152.699344,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mount Isa,Service,,,75 Camooweal Street,Mount Isa,4825,-20.727216,139.491906,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Nambour,Service,,,"Fdir 1, Centenary Square Building, 52-64 Currie Street",Nambour,4560,-26.62602,152.958212,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Roma,Service,,,Corner Bowen and Spencer Streets,Roma,4455,-26.573029,148.784169,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Lvl 2, State Government Building, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Thursday Island,Service,,,"Block C, Tagai Business Services, 1 Hargrave Street",Thursday Island,4875,-10.581497,142.224169,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Toowoomba,Service,,,"Lvl 1, James Cook Centre, Corner Herries and Ruthven Streets",Toowoomba,4350,-27.56484,151.952676,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,,110 George Street,Brisbane,4000,-27.472995,153.02527,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,,259 Queen Street,Brisbane,4000,-27.468012,153.027588,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Hervey Bay,Service,,,"Ground Floor,  Brendan Hansen Building, 54 Main Street",Pialba,4655,-25.28501,152.83898,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mackay,Service,,Post Office Square ,69 Sydney Street,Mackay,4740,-21.143253,149.186922,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Rockhampton,Service,,,"Ground Floor, 209 Bolsover Street",Rockhampton,4700,-23.381493,150.514669,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Southport,Service,,,7 Short Street,Southport,4215,-27.970087,153.417009,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Toowoomba,Service,,,137 Herries Street,Toowoomba,4350,-27.564797,151.954588,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Townsville,Service,,"Lvl 4, State Government Building",187 Stanley Street,Townsville,4810,-19.259495,146.814425,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Townsville,Service,,"Lvl 1, State Government Building",187 Stanley Street,Townsville,4810,-19.259495,146.814425,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,"Lvl 3, Brisbane Magistrates Court",363 George Street,Brisbane,4000,-27.467929,153.02153,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,"Lvl 4, Brisbane Magistrates Court",363 George Street,Brisbane,4000,-27.467929,153.02153,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,,"Lvl 17, 53 Albert Street",Brisbane,4000,-27.472448,153.028178,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,"Lvl 1, Brisbane Magistrates Court,", 363 George Street,Brisbane,4000,-27.467929,153.02153,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,"Lvl 6, Forestry House", 160 Mary Street,Brisbane,4000,-27.470657,153.029102,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Brisbane,Service,,,44 Herschel Street,Brisbane,4000,-27.467311,153.019164,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Bundaberg,Service,,"Lvl 2, Win Tower",Corner Quay and Barolin Streets,Bundaberg,4670,-24.864952,152.348492,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Caboolture,Service,,"Kingsgate, Ground Floor ","Suite 7, 42 King Street",Caboolture,4510,-27.085076,152.951092,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Cairns,Service,,"Lvl 2, Cairns Square", 42-52 Abbott Street,Cairns,4870,-16.920707,145.776551,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Cooktown,Service,,Family Resource Centre,13 Charles Street,Cooktown,4895,-15.481084,145.25279,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Bamaga,Service,,Bamaga Resource Centre, Lot 10 Adidi Street,Bamaga,4876,-10.890443,142.387677,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Ravenshoe,Service,,Community Information Centre,3 Bolton Street,Ravenshoe,4888,-17.61335,145.480595,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Thursday Island,Service,,Magistrates Court,136 Douglas Street,Thursday Island,4875,-10.584579,142.213971,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Thursday Island,Service,,Mua Kosker Sorority,99 Douglas Street,Thursday Island,4875,-10.584179,142.217563,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Tully,Service,,Community Information Centre,54 Bryant Street,Tully,4854,-17.937041,145.923059,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Yarrabah,Service,,Women's Resource Centre,Lot 9 Workshop Street,Yarrabah,4871,-16.9084789,145.871138,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Inala,Service,,"Lvl 1, Inala Commonwealth Buildin ",20 Wirraway Parade,Inala,4077,-27.60159,152.974287,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Ipswich,Service,,,97 Brisbane Street,Ipswich,4305,-27.614257,152.760555,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mackay,Service,,Ground Floor,17 Brisbane Street,Mackay,4740,-21.142609,149.189106,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Maroochydore,Service,,Ground Floor,"M1 Building, 1 Duporth Avenue",Maroochydore,4558,-26.65351,153.093158,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Mount Isa,Service,,,6 Miles Street,Mount Isa,4825,-20.727753,139.491809,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Rockhampton,Service,,Ground Floor,35 Fitzroy Street,Rockhampton,4700,-23.377555,150.510807,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Southport,Service,,,"Lvl 1, 100 Scarborough Street",Southport,4215,-27.96653,153.413139,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Toowoomba,Service,,,"Lvl 1, 154 Hume Street",Toowoomba,4350,-27.562268,151.957568,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Townsville,Service,,"Lvl 3, Northtown", 280 Flinders Street Mall,Townsville,4810,-19.259246,146.817786,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Bowen,Service,,Girudala Community Co-Operative Society Ltd,50 George Street,Bowen,4805,-20.016775,148.242153,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
Ingham,Service,,,Ingham Court House,Ingham,4850,-18.651315,146.156357,,,,,,,,,,,,,,,,,,DJAG,,,,,,,,,,,,,,,
